First;Last;Nickname;Ht.;Wt.;Reach;Stance;W;L;D;Foot;Inches;Height_cm;Weight.Lbs;Weight.Kg
Anton;Kuivanen;;"5' 8""";155 lbs.;"72.0""";Orthodox;24;10;0;5.0;8.0;172.72;155.0;70.30676
Maiju;Kujala;;--;135 lbs.;--;;6;3;0;;;;135.0;61.23492
Sumit;Kumar;The Indian Kid;"5' 5""";125 lbs.;"66.0""";Orthodox;8;1;0;5.0;5.0;165.1;125.0;56.699
Aleksei;Kunchenko;;"5' 8""";170 lbs.;"70.0""";Orthodox;20;2;0;5.0;8.0;172.72;170.0;77.11064
Rizvan;Kuniev;;"6' 4""";240 lbs.;"76.0""";Orthodox;13;3;1;6.0;4.0;193.04;240.0;108.86207999999999
Keigo;Kunihara;;"6' 0""";235 lbs.;--;Orthodox;3;2;0;6.0;0.0;182.88;235.0;106.59412
Kiichi;Kunimoto;Strasser;"5' 10""";170 lbs.;"71.0""";Orthodox;18;7;2;5.0;10.0;177.8;170.0;77.11064
Jon;Kunneman;AK-47;--;185 lbs.;--;;10;0;0;;;;185.0;83.91452
Leo;Kuntz;The Lion;"5' 10""";155 lbs.;--;Orthodox;18;4;1;5.0;10.0;177.8;155.0;70.30676
Korey;Kuppe;;"6' 5""";170 lbs.;"77.0""";Switch;8;4;0;6.0;5.0;195.58;170.0;77.11064
Ramazan;Kuramagomedov;;"6' 1""";170 lbs.;"73.0""";Orthodox;8;0;0;6.0;1.0;185.42000000000002;170.0;77.11064
Tsuyoshi;Kurihara;;"5' 10""";185 lbs.;--;Orthodox;10;8;2;5.0;10.0;177.8;185.0;83.91452
Eldari;Kurtanidze;;"5' 6""";235 lbs.;--;Orthodox;0;1;0;5.0;6.0;167.64000000000001;235.0;106.59412
Kyle;Kurtz;;--;170 lbs.;--;;7;5;0;;;;170.0;77.11064
Guram;Kutateladze;Georgian Viking;"5' 11""";155 lbs.;"72.0""";Orthodox;13;5;0;5.0;11.0;180.34;155.0;70.30676
Vadym;Kutsyi;;"6' 0""";170 lbs.;"71.0""";Orthodox;17;2;0;6.0;0.0;182.88;170.0;77.11064
Lina;Kvokov;;"5' 9""";135 lbs.;--;Orthodox;0;3;0;5.0;9.0;175.26;135.0;61.23492
Kaleo;Kwan;Leo Boy;"5' 7""";155 lbs.;--;;11;16;0;5.0;7.0;170.18;155.0;70.30676
Jarrod;Kwitty;;"5' 8""";185 lbs.;--;;2;2;0;5.0;8.0;172.72;185.0;83.91452
Mike;Kyle;MAK;"6' 4""";205 lbs.;"77.0""";Orthodox;22;14;1;6.0;4.0;193.04;205.0;92.98636
Lisa;Kyriacou;The Savage;"5' 5""";125 lbs.;"64.0""";Orthodox;7;2;0;5.0;5.0;165.1;125.0;56.699
Achmed;Labasanov;;"6' 3""";215 lbs.;--;Orthodox;7;4;0;6.0;3.0;190.5;215.0;97.52228
Josh;LaBerge;;"5' 10""";145 lbs.;--;;11;6;0;5.0;10.0;177.8;145.0;65.77083999999999
Jeremiah;Labiano;The Kid;"5' 10""";135 lbs.;--;;11;5;0;5.0;10.0;177.8;135.0;61.23492
Daniel;Lacerda;Miojo;"5' 6""";125 lbs.;"70.0""";Switch;11;6;0;5.0;6.0;167.64000000000001;125.0;56.699
Luan;Lacerda;;"5' 7""";135 lbs.;"71.0""";Orthodox;13;3;0;5.0;7.0;170.18;135.0;61.23492
Kemran;Lachinov;;--;170 lbs.;--;;3;2;0;;;;170.0;77.11064
Aspen;Ladd;;"5' 6""";135 lbs.;"66.0""";Orthodox;9;3;0;5.0;6.0;167.64000000000001;135.0;61.23492
Ryan;LaFlare;;"6' 1""";170 lbs.;"74.0""";Southpaw;14;3;0;6.0;1.0;185.42000000000002;170.0;77.11064
Corinne;Laframboise;;"5' 4""";125 lbs.;"65.0""";Orthodox;8;5;0;5.0;4.0;162.56;125.0;56.699
Ben;Lagman;Bad News;"6' 2""";185 lbs.;--;;6;5;0;6.0;2.0;187.96;185.0;83.91452
Noad;Lahat;Neo;"5' 9""";145 lbs.;"69.0""";Orthodox;11;2;0;5.0;9.0;175.26;145.0;65.77083999999999
Tina;Lahdemaki;Jelly Bean;"5' 2""";115 lbs.;--;Orthodox;5;1;0;5.0;2.0;157.48;115.0;52.16308
Yohan;Lainesse;White Lion;"6' 1""";170 lbs.;"76.0""";Orthodox;9;3;0;6.0;1.0;185.42000000000002;170.0;77.11064
Tim;Lajcik;The Bohemian;"6' 1""";225 lbs.;--;Orthodox;7;6;1;6.0;1.0;185.42000000000002;225.0;102.0582
Todd;Lally;;"5' 7""";145 lbs.;--;Orthodox;2;1;0;5.0;7.0;170.18;145.0;65.77083999999999
Sean;Lally;The Unpredictable One;"6' 0""";170 lbs.;--;Orthodox;7;3;0;6.0;0.0;182.88;170.0;77.11064
Ricardo;Lamas;The Bully;"5' 8""";145 lbs.;"71.0""";Orthodox;20;8;0;5.0;8.0;172.72;145.0;65.77083999999999
Jason;Lambert;The Punisher;"6' 3""";185 lbs.;"75.0""";Orthodox;26;13;0;6.0;3.0;190.5;185.0;83.91452
Jose;Landi-Jons;Pele;"5' 11""";170 lbs.;--;Orthodox;29;16;0;5.0;11.0;180.34;170.0;77.11064
Nate;Landwehr;The Train;"5' 9""";145 lbs.;"72.0""";Orthodox;18;7;0;5.0;9.0;175.26;145.0;65.77083999999999
Austen;Lane;;"6' 6""";205 lbs.;"80.0""";Orthodox;13;7;0;6.0;6.0;198.12;205.0;92.98636
Aaron;Lanfranco;;--;155 lbs.;--;;5;1;0;;;;155.0;70.30676
Jeremy;Lang;;"5' 11""";205 lbs.;--;Southpaw;21;2;0;5.0;11.0;180.34;205.0;92.98636
Lionel;Lanham;;--;205 lbs.;--;;5;1;0;;;;205.0;92.98636
Lina;Lansberg;Elbow Queen;"5' 7""";135 lbs.;"65.0""";Orthodox;10;8;0;5.0;7.0;170.18;135.0;61.23492
Taylor;Lapilus;Double Impact;"5' 6""";135 lbs.;"73.0""";Southpaw;21;4;0;5.0;6.0;167.64000000000001;135.0;61.23492
Chad;Laprise;The Disciple;"5' 10""";170 lbs.;"71.0""";Orthodox;13;4;0;5.0;10.0;177.8;170.0;77.11064
Anthony;Lapsley;The Recipe;"5' 9""";170 lbs.;--;Southpaw;23;7;0;5.0;9.0;175.26;170.0;77.11064
TJ;Laramie;;"5' 6""";145 lbs.;"66.0""";Orthodox;12;5;0;5.0;6.0;167.64000000000001;145.0;65.77083999999999
Icho;Larenas;;"6' 3""";235 lbs.;--;Orthodox;6;5;0;6.0;3.0;190.5;235.0;106.59412
Lorenz;Larkin;The Monsoon;"5' 11""";170 lbs.;"72.0""";Orthodox;18;6;0;5.0;11.0;180.34;170.0;77.11064
Jeremy;Larsen;;"5' 10""";145 lbs.;"70.0""";Orthodox;8;5;0;5.0;10.0;177.8;145.0;65.77083999999999
Brock;Larson;;"5' 11""";170 lbs.;"71.0""";Southpaw;42;10;0;5.0;11.0;180.34;170.0;77.11064
Ryan;Larson;;--;170 lbs.;--;;6;2;0;;;;170.0;77.11064
Bobby;Lashley;;"6' 3""";255 lbs.;"78.0""";Orthodox;15;2;0;6.0;3.0;190.5;255.0;115.66596
Ilir;Latifi;The Sledgehammer;"5' 10""";230 lbs.;"73.0""";Orthodox;17;9;0;5.0;10.0;177.8;230.0;104.32616
Sione;Latu;;"6' 0""";215 lbs.;--;;1;0;0;6.0;0.0;182.88;215.0;97.52228
Phillip;Latu;The Doctor;"6' 3""";205 lbs.;"76.0""";Orthodox;6;2;0;6.0;3.0;190.5;205.0;92.98636
Jenel;Lausa;;"5' 5""";125 lbs.;"68.0""";Orthodox;7;5;0;5.0;5.0;165.1;125.0;56.699
Joe;Lauzon;;"5' 10""";155 lbs.;"71.0""";Orthodox;28;16;0;5.0;10.0;177.8;155.0;70.30676
Dan;Lauzon;The Upgrade;"5' 10""";155 lbs.;--;Orthodox;17;6;0;5.0;10.0;177.8;155.0;70.30676
Sandra;Lavado;Peruvian Zombie;"5' 7""";115 lbs.;"66.0""";Orthodox;10;3;0;5.0;7.0;170.18;115.0;52.16308
Chatt;Lavender;;"5' 8""";170 lbs.;--;;9;7;0;5.0;8.0;172.72;170.0;77.11064
Cody;Law;;--;145 lbs.;--;;9;2;0;;;;145.0;65.77083999999999
Muhammed;Lawal;King Mo;"6' 0""";205 lbs.;"78.0""";Southpaw;21;6;0;6.0;0.0;182.88;205.0;92.98636
Robbie;Lawler;Ruthless;"5' 11""";170 lbs.;"74.0""";Southpaw;30;16;0;5.0;11.0;180.34;170.0;77.11064
Tom;Lawlor;Filthy;"6' 0""";205 lbs.;"74.0""";Southpaw;10;6;0;6.0;0.0;182.88;205.0;92.98636
Justin;Lawrence;The American Kidd;"5' 8""";145 lbs.;"67.0""";Orthodox;10;4;0;5.0;8.0;172.72;145.0;65.77083999999999
Lance;Lawrence;;"6' 1""";145 lbs.;"74.0""";Orthodox;4;1;0;6.0;1.0;185.42000000000002;145.0;65.77083999999999
Ronnie;Lawrence;The Heat;"5' 8""";135 lbs.;"68.0""";Switch;8;2;0;5.0;8.0;172.72;135.0;61.23492
Eric;Lawson;;"6' 0""";185 lbs.;--;Orthodox;9;5;0;6.0;0.0;182.88;185.0;83.91452
Jimmy;Lawson;Greedy;"6' 0""";265 lbs.;"77.0""";Orthodox;4;2;0;6.0;0.0;182.88;265.0;120.20188
Valmir;Lazaro;Bidu;"6' 0""";155 lbs.;"73.0""";Orthodox;15;5;0;6.0;0.0;182.88;155.0;70.30676
Zviad;Lazishvili;;"5' 6""";135 lbs.;"69.0""";Orthodox;13;1;0;5.0;6.0;167.64000000000001;135.0;61.23492
Mounir;Lazzez;The Sniper;"6' 1""";170 lbs.;"76.0""";Orthodox;11;3;0;6.0;1.0;185.42000000000002;170.0;77.11064
Cung;Le;;"5' 9""";185 lbs.;"70.0""";Southpaw;9;3;0;5.0;9.0;175.26;185.0;83.91452
Thanh;Le;;"5' 9""";145 lbs.;"74.0""";Orthodox;6;1;0;5.0;9.0;175.26;145.0;65.77083999999999
Quang;Le;Bang;"5' 7""";135 lbs.;"70.0""";Orthodox;9;3;0;5.0;7.0;170.18;135.0;61.23492
Carlos;Leal;The Lion;"5' 11""";170 lbs.;"74.0""";Orthodox;22;7;0;5.0;11.0;180.34;170.0;77.11064
Jordan;Leavitt;The Monkey King;"5' 9""";145 lbs.;"71.0""";Southpaw;12;3;0;5.0;9.0;175.26;145.0;65.77083999999999
Jerome;LeBanner;;"6' 3""";265 lbs.;--;Southpaw;3;2;0;6.0;3.0;190.5;265.0;120.20188
Chris;Leben;The Crippler;"5' 11""";185 lbs.;"73.0""";Southpaw;22;11;0;5.0;11.0;180.34;185.0;83.91452
Jean-Paul;Lebosnoyani;Mufasa;"5' 11""";170 lbs.;"72.0""";Switch;9;2;0;5.0;11.0;180.34;170.0;77.11064
Mickael;Lebout;Ragnar;"5' 11""";155 lbs.;"73.0""";Orthodox;16;7;1;5.0;11.0;180.34;155.0;70.30676
Stephen;Ledbetter;;"5' 9""";145 lbs.;--;Orthodox;8;3;0;5.0;9.0;175.26;145.0;65.77083999999999
Justin;Ledet;El Blanco;"6' 4""";205 lbs.;"80.0""";Orthodox;9;4;0;6.0;4.0;193.04;205.0;92.98636
James;Lee;;"5' 11""";205 lbs.;--;Southpaw;15;3;0;5.0;11.0;180.34;205.0;92.98636
David;Lee;;"5' 10""";155 lbs.;--;Orthodox;12;10;0;5.0;10.0;177.8;155.0;70.30676
Jackie;Lee;;--;--;--;;0;1;0;;;;;
Eun Soo;Lee;;"6' 1""";215 lbs.;--;Orthodox;17;4;0;6.0;1.0;185.42000000000002;215.0;97.52228
Tae Hyun;Lee;;"6' 6""";295 lbs.;--;Orthodox;1;2;0;6.0;6.0;198.12;295.0;133.80964
Tommy;Lee;;"5' 7""";145 lbs.;--;Orthodox;25;6;0;5.0;7.0;170.18;145.0;65.77083999999999
Matt;Lee;;"5' 11""";155 lbs.;--;Orthodox;14;10;1;5.0;11.0;180.34;155.0;70.30676
Imani;Lee;;--;--;--;Orthodox;2;4;0;;;;;
Vaughan;Lee;;"5' 6""";125 lbs.;"66.0""";Orthodox;14;13;1;5.0;6.0;167.64000000000001;125.0;56.699
Kevin;Lee;The Motown Phenom;"5' 9""";170 lbs.;"77.0""";Orthodox;18;8;0;5.0;9.0;175.26;170.0;77.11064
Rocky;Lee;;"5' 9""";145 lbs.;--;Orthodox;3;2;0;5.0;9.0;175.26;145.0;65.77083999999999
Andrea;Lee;KGB;"5' 6""";125 lbs.;"69.0""";Orthodox;13;11;0;5.0;6.0;167.64000000000001;125.0;56.699
JeongYeong;Lee;Korean Tiger;"5' 10""";145 lbs.;"73.0""";Orthodox;11;3;0;5.0;10.0;177.8;145.0;65.77083999999999
JungHyun;Lee;The Phenom;"5' 5""";125 lbs.;"65.0""";Orthodox;8;1;0;5.0;5.0;165.1;125.0;56.699
ChangHo;Lee;;"5' 8""";135 lbs.;"69.0""";Orthodox;11;2;0;5.0;8.0;172.72;135.0;61.23492
Macksom;Lee;;"6' 1""";135 lbs.;"75.0""";Orthodox;9;1;0;6.0;1.0;185.42000000000002;135.0;61.23492
Ricky;Legere Jr.;IE Bad Boy;"5' 8""";170 lbs.;--;;14;4;0;5.0;8.0;172.72;170.0;77.11064
Sherron;Leggett;Rob Roy;"5' 8""";155 lbs.;--;Southpaw;21;6;0;5.0;8.0;172.72;155.0;70.30676
Cheyden;Leialoha;Steadfast;"5' 8""";135 lbs.;"73.0""";Orthodox;6;0;0;5.0;8.0;172.72;135.0;61.23492
Claudia;Leite;;"5' 3""";135 lbs.;"64.0""";Orthodox;8;3;0;5.0;3.0;160.02;135.0;61.23492
Thales;Leites;;"6' 1""";185 lbs.;"78.0""";Orthodox;28;9;0;6.0;1.0;185.42000000000002;185.0;83.91452
Jovan;Leka;;"6' 4""";259 lbs.;"75.0""";Orthodox;11;2;0;6.0;4.0;193.04;259.0;117.480328
Stefan;Leko;Blitz;"6' 2""";215 lbs.;--;Orthodox;0;3;0;6.0;2.0;187.96;215.0;97.52228
Gabe;Lemley;;"5' 8""";155 lbs.;--;Orthodox;13;9;0;5.0;8.0;172.72;155.0;70.30676
Amanda;Lemos;;"5' 4""";115 lbs.;"65.0""";Southpaw;15;5;1;5.0;4.0;162.56;115.0;52.16308
Giacomo;Lemos;;"6' 3""";247 lbs.;"75.0""";Orthodox;6;0;0;6.0;3.0;190.5;247.0;112.037224
Christophe;Leninger;;"6' 0""";200 lbs.;--;Southpaw;3;4;0;6.0;0.0;182.88;200.0;90.7184
Jesse;Lennox;The Ox;"5' 9""";170 lbs.;"72.0""";Orthodox;14;4;0;5.0;9.0;175.26;170.0;77.11064
Jean Francois;Lenogue;;"6' 0""";185 lbs.;--;Orthodox;16;17;3;6.0;0.0;182.88;185.0;83.91452
Nik;Lentz;The Carny;"5' 8""";145 lbs.;"68.0""";Orthodox;30;12;2;5.0;8.0;172.72;145.0;65.77083999999999
Alberta Cerra;Leon;;"5' 8""";238 lbs.;--;;0;1;0;5.0;8.0;172.72;238.0;107.954896
Victoria;Leonardo;Fury;"5' 5""";125 lbs.;"64.0""";Orthodox;9;7;0;5.0;5.0;165.1;125.0;56.699
Anthony;Leone;;"5' 6""";135 lbs.;--;Orthodox;15;8;0;5.0;6.0;167.64000000000001;135.0;61.23492
Chad;Leonhardt;The Boss;"6' 0""";170 lbs.;--;;9;4;0;6.0;0.0;182.88;170.0;77.11064
Kimo;Leopoldo;;"6' 3""";235 lbs.;--;Orthodox;10;7;1;6.0;3.0;190.5;235.0;106.59412
Michael;Lerma;;--;--;--;;0;1;0;;;;;
Lukasz;Les;;--;170 lbs.;--;;8;3;0;;;;170.0;77.11064
Brock;Lesnar;;"6' 3""";265 lbs.;"81.0""";Orthodox;5;3;0;6.0;3.0;190.5;265.0;120.20188
Frank;Lester;;"5' 11""";170 lbs.;--;Orthodox;11;6;0;5.0;11.0;180.34;170.0;77.11064
Valerie;Letourneau;Trouble;"5' 7""";115 lbs.;"68.0""";Orthodox;8;6;0;5.0;7.0;170.18;115.0;52.16308
Leah;Letson;Nidas;"5' 7""";145 lbs.;"71.0""";Southpaw;5;3;0;5.0;7.0;170.18;145.0;65.77083999999999
Justin;Levens;The Executioner;"5' 11""";185 lbs.;--;Orthodox;10;7;0;5.0;11.0;180.34;185.0;83.91452
Marcus;LeVesseur;The Prospect;"5' 9""";155 lbs.;"70.0""";Southpaw;22;7;0;5.0;9.0;175.26;155.0;70.30676
David;Levicki;;"6' 5""";275 lbs.;--;;1;3;0;6.0;5.0;195.58;275.0;124.7378
Kyle;Levinton;;--;--;--;;0;3;0;;;;;
Natan;Levy;Lethal;"5' 9""";155 lbs.;"71.0""";Southpaw;8;2;0;5.0;9.0;175.26;155.0;70.30676
John;Lewis;;"6' 0""";155 lbs.;--;Southpaw;3;4;3;6.0;0.0;182.88;155.0;70.30676
Derrick;Lewis;The Black Beast;"6' 3""";260 lbs.;"79.0""";Orthodox;29;13;0;6.0;3.0;190.5;260.0;117.93392
Bevon;Lewis;;"6' 3""";185 lbs.;"79.0""";Orthodox;7;3;0;6.0;3.0;190.5;185.0;83.91452
Brandon;Lewis;;"5' 4""";135 lbs.;"70.0""";Orthodox;6;2;0;5.0;4.0;162.56;135.0;61.23492
Malik;Lewis;Hard Knock;"6' 0""";155 lbs.;"75.0""";Orthodox;6;2;0;6.0;0.0;182.88;155.0;70.30676
Chi;Lewis-Parry;Chopper;"6' 9""";243 lbs.;--;;7;0;1;6.0;9.0;205.74;243.0;110.222856
Li;Jingliang;The Leech;"6' 0""";170 lbs.;"71.0""";Orthodox;19;9;0;6.0;0.0;182.88;170.0;77.11064
Li;Yunfeng;;"5' 8""";135 lbs.;"68.0""";Orthodox;9;5;0;5.0;8.0;172.72;135.0;61.23492
Liang;Na;The Dragon Girl;"5' 5""";125 lbs.;"67.0""";Orthodox;19;8;0;5.0;5.0;165.1;125.0;56.699
Jess;Liaudin;The Joker;"5' 9""";170 lbs.;"72.0""";Orthodox;20;11;0;5.0;9.0;175.26;170.0;77.11064
Chuck;Liddell;The Iceman;"6' 2""";205 lbs.;"76.0""";Orthodox;21;8;0;6.0;2.0;187.96;205.0;92.98636
Rodrigo;Lidio;Dynamis;"5' 11""";155 lbs.;"73.0""";Orthodox;12;3;0;5.0;11.0;180.34;155.0;70.30676
Sam;Liera;;--;--;--;;12;10;0;;;;;
Zach;Light;;"5' 8""";170 lbs.;--;Orthodox;9;11;0;5.0;8.0;172.72;170.0;77.11064
Scott;Lighty;;"6' 2""";205 lbs.;--;;6;2;0;6.0;2.0;187.96;205.0;92.98636
Chris;Liguori;;"5' 9""";185 lbs.;--;Orthodox;15;10;0;5.0;9.0;175.26;185.0;83.91452
Donnie;Liles;;"5' 9""";170 lbs.;--;Orthodox;17;7;0;5.0;9.0;175.26;170.0;77.11064
Jae Suk;Lim;;"5' 9""";170 lbs.;--;Orthodox;17;6;0;5.0;9.0;175.26;170.0;77.11064
Hyun Gyu;Lim;The Ace;"6' 3""";170 lbs.;"77.0""";Orthodox;13;7;1;6.0;3.0;190.5;170.0;77.11064
Juliana;Lima;Ju Thai;"5' 5""";115 lbs.;"65.0""";Orthodox;9;5;0;5.0;5.0;165.1;115.0;52.16308
Dhiego;Lima;;"6' 2""";170 lbs.;"75.0""";Orthodox;17;9;0;6.0;2.0;187.96;170.0;77.11064
Douglas;Lima;The Phenom;"6' 1""";170 lbs.;--;;29;6;0;6.0;1.0;185.42000000000002;170.0;77.11064
Mabelly;Lima;;"5' 2""";135 lbs.;--;Orthodox;7;1;0;5.0;2.0;157.48;135.0;61.23492
Andre;Lima;Mascote;"5' 7""";125 lbs.;"67.0""";Orthodox;11;0;0;5.0;7.0;170.18;125.0;56.699
Felipe;Lima;Jungle Boy;"5' 6""";135 lbs.;"68.0""";Orthodox;14;2;0;5.0;6.0;167.64000000000001;135.0;61.23492
Miguel;Linares;;--;--;--;;2;4;0;;;;;
Emiliano;Linares;Golden Bull;"5' 8""";145 lbs.;"72.0""";Orthodox;8;2;0;5.0;8.0;172.72;145.0;65.77083999999999
Matt;Lindland;The Law;"6' 0""";185 lbs.;"74.0""";Southpaw;22;9;0;6.0;0.0;182.88;185.0;83.91452
Jake;Lindsey;The Librarian;"5' 11""";155 lbs.;--;Switch;12;7;0;5.0;11.0;180.34;155.0;70.30676
John;Lineker;Hands of Stone;"5' 3""";135 lbs.;"67.0""";Orthodox;31;9;0;5.0;3.0;160.02;135.0;61.23492
Austin;Lingo;Lights Out;"5' 10""";145 lbs.;"70.0""";Orthodox;9;3;0;5.0;10.0;177.8;145.0;65.77083999999999
Lucio;Linhares;;"6' 2""";185 lbs.;--;Orthodox;19;8;0;6.0;2.0;187.96;185.0;83.91452
Philipe;Lins;Monstro;"6' 2""";205 lbs.;"78.0""";Orthodox;18;5;0;6.0;2.0;187.96;205.0;92.98636
Tainara;Lisboa;Thai Panther;"5' 7""";135 lbs.;"67.0""";Orthodox;7;4;0;5.0;7.0;170.18;135.0;61.23492
Dean;Lister;The Boogeyman;"6' 1""";185 lbs.;"75.0""";Orthodox;13;7;0;6.0;1.0;185.42000000000002;185.0;83.91452
Wesley;Little;;"6' 4""";205 lbs.;--;;4;8;0;6.0;4.0;193.04;205.0;92.98636
Adam;Livingston;Bomb;"6' 2""";155 lbs.;"71.0""";Orthodox;6;1;0;6.0;2.0;187.96;155.0;70.30676
James;Llontop;Goku;"6' 0""";155 lbs.;"73.0""";Orthodox;14;5;0;6.0;0.0;182.88;155.0;70.30676
Abner;Lloveras;Skullman;"5' 11""";155 lbs.;--;;20;9;1;5.0;11.0;180.34;155.0;70.30676
Brian;Lo-A-Njoe;;"5' 7""";155 lbs.;--;Orthodox;6;10;3;5.0;7.0;170.18;155.0;70.30676
John;Lober;The Machine;"5' 11""";199 lbs.;--;Orthodox;5;9;4;5.0;11.0;180.34;199.0;90.264808
Artem;Lobov;The Russian Hammer;"5' 9""";145 lbs.;"65.0""";Southpaw;13;15;1;5.0;9.0;175.26;145.0;65.77083999999999
Dylan;Lockard;;"5' 9""";145 lbs.;"72.0""";Orthodox;6;2;0;5.0;9.0;175.26;145.0;65.77083999999999
Ryan;Loder;Man of Steel;"6' 2""";185 lbs.;"76.0""";Southpaw;8;3;0;6.0;2.0;187.96;185.0;83.91452
Sean;Loeffler;The Destroyer;"6' 3""";185 lbs.;--;Orthodox;31;5;0;6.0;3.0;190.5;185.0;83.91452
Christian;Lohsen;Hollywood;"6' 2""";155 lbs.;"77.0""";Southpaw;4;2;0;6.0;2.0;187.96;155.0;70.30676
David;Loiseau;The Crow;"6' 0""";185 lbs.;"76.0""";Orthodox;23;11;0;6.0;0.0;182.88;185.0;83.91452
Hector;Lombard;;"5' 9""";185 lbs.;"71.0""";Southpaw;34;10;1;5.0;9.0;175.26;185.0;83.91452
Michael;Lombardo;The Don;"6' 0""";170 lbs.;"72.0""";Orthodox;11;2;0;6.0;0.0;182.88;170.0;77.11064
Rocky;Long;;--;145 lbs.;--;;21;37;1;;;;145.0;65.77083999999999
Thomas;Longacre;;"5' 9""";145 lbs.;--;Orthodox;6;1;0;5.0;9.0;175.26;145.0;65.77083999999999
Loma;Lookboonmee;;"5' 1""";115 lbs.;"61.0""";Orthodox;10;4;0;5.0;1.0;154.94;115.0;52.16308
Ange;Loosa;The Last Ninja;"5' 10""";170 lbs.;"74.0""";Orthodox;10;5;0;5.0;10.0;177.8;170.0;77.11064
Lucas;Lopes;;"6' 2""";185 lbs.;--;;29;19;0;6.0;2.0;187.96;185.0;83.91452
Dileno;Lopes;;"5' 5""";135 lbs.;--;;19;3;0;5.0;5.0;165.1;135.0;61.23492
Diego;Lopes;;"5' 11""";145 lbs.;"72.0""";Orthodox;27;8;0;5.0;11.0;180.34;145.0;65.77083999999999
Bruno;Lopes;Brunao;"6' 2""";205 lbs.;"74.0""";Orthodox;14;2;0;6.0;2.0;187.96;205.0;92.98636
Arthur;Lopes;Demolidor;"6' 2""";234 lbs.;"77.0""";Southpaw;6;2;0;6.0;2.0;187.96;234.0;106.140528
Ivan;Lopez;;"5' 6""";135 lbs.;--;Southpaw;14;3;1;5.0;6.0;167.64000000000001;135.0;61.23492
Steve;Lopez;;"5' 11""";155 lbs.;--;Orthodox;13;6;1;5.0;11.0;180.34;155.0;70.30676
Federico;Lopez;Kiko;"5' 4""";139 lbs.;--;Orthodox;10;6;0;5.0;4.0;162.56;139.0;63.049288
Jorge;Lopez;;"5' 10""";170 lbs.;--;Orthodox;11;5;0;5.0;10.0;177.8;170.0;77.11064
Christopher;Lopez;;"5' 10""";170 lbs.;--;;9;1;0;5.0;10.0;177.8;170.0;77.11064
Matthew;Lopez;;"5' 7""";135 lbs.;"69.0""";Southpaw;10;4;0;5.0;7.0;170.18;135.0;61.23492
Benito;Lopez;Golden Boy;"5' 10""";135 lbs.;"73.0""";Switch;10;2;0;5.0;10.0;177.8;135.0;61.23492
Gustavo;Lopez;;"5' 5""";135 lbs.;"67.0""";Orthodox;12;6;1;5.0;5.0;165.1;135.0;61.23492
Alik;Lorenz;;"6' 2""";205 lbs.;"77.0""";Orthodox;6;2;0;6.0;2.0;187.96;205.0;92.98636
Brendan;Loughnane;;"5' 10""";145 lbs.;"70.0""";Switch;17;3;0;5.0;10.0;177.8;145.0;65.77083999999999
Nate;Loughran;;"6' 2""";185 lbs.;--;Orthodox;11;2;0;6.0;2.0;187.96;185.0;83.91452
Caolan;Loughran;The Don;"5' 6""";135 lbs.;"68.0""";Orthodox;10;2;0;5.0;6.0;167.64000000000001;135.0;61.23492
Rashard;Lovelace;;--;155 lbs.;--;;4;1;0;;;;155.0;70.30676
Ian;Loveland;The Barn Owl;"5' 8""";145 lbs.;--;Orthodox;18;10;0;5.0;8.0;172.72;145.0;65.77083999999999
Jakob;Lovstad;The Striking Viking;"6' 3""";205 lbs.;--;Orthodox;11;4;0;6.0;3.0;190.5;205.0;92.98636
Waylon;Lowe;;"5' 7""";145 lbs.;--;Southpaw;16;7;0;5.0;7.0;170.18;145.0;65.77083999999999
Brandon;Lowe;;--;155 lbs.;--;;2;1;0;;;;155.0;70.30676
Joe;Lowry;;"5' 11""";155 lbs.;"73.0""";Orthodox;9;2;0;5.0;11.0;180.34;155.0;70.30676
Lu;Kai;The Last Gladiator;"5' 9""";145 lbs.;"69.0""";Orthodox;8;5;0;5.0;9.0;175.26;145.0;65.77083999999999
Lu;Zhengyong;;--;125 lbs.;--;;12;7;0;;;;125.0;56.699
Robert;Lucarelli;;"6' 2""";245 lbs.;--;;0;1;0;6.0;2.0;187.96;245.0;111.13004
Matt;Lucas;Luke Duke;"6' 1""";205 lbs.;--;;15;3;0;6.0;1.0;185.42000000000002;205.0;92.98636
Cleber;Luciano;;"5' 6""";155 lbs.;--;;14;6;0;5.0;6.0;167.64000000000001;155.0;70.30676
Stephanie;Luciano;Rondinha;"5' 6""";115 lbs.;"65.0""";Orthodox;7;2;1;5.0;6.0;167.64000000000001;115.0;52.16308
Iasmin;Lucindo;;"5' 3""";115 lbs.;"66.0""";Orthodox;18;6;0;5.0;3.0;160.02;115.0;52.16308
Duane;Ludwig;Bang;"5' 10""";170 lbs.;"70.0""";Orthodox;21;14;0;5.0;10.0;177.8;170.0;77.11064
Lawrence;Lui;Lok Yin;"5' 7""";135 lbs.;"72.0""";Orthodox;8;1;0;5.0;7.0;170.18;135.0;61.23492
Mike;Lullo;;"5' 8""";145 lbs.;--;Orthodox;8;3;0;5.0;8.0;172.72;145.0;65.77083999999999
Juan Andres;Luna;;"5' 7""";125 lbs.;"72.0""";Orthodox;12;1;0;5.0;7.0;170.18;125.0;56.699
Paula;Luna;La Prodigia;"5' 2""";125 lbs.;"62.0""";Orthodox;5;3;0;5.0;2.0;157.48;125.0;56.699
